"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Switzerland","CHE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377627239548.936","374168866344.515","374005231061.113","373534046575.027","378277023804.12","380096031095.678","381887347750.642","390523062729.984","402355791133.976","409045766040.145","425238741441.482","431939066561.202","431622813371.825","431482974155.903","443140389406.832","455325416196.41","473873681890.407","492432356174.795","506259776133.314","494629092470.91","510671879276.728","519930912954.323","526062218175.594","535490010955.144","548073390452.537","557087157176.96","568611561634.219","576360597477.87","592847079950.251","599617288817.874","585373000686.125","610085789690.685","622648874063.027",
"Channel Islands","CHI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129450154199.989","139552951918.617","155136422193.395","165358025688.024","173675861751.799","189190840335.685","202061335410.687","216997182486.559","226069588670.12","225450991293.752","236659561222.491","244123886435.852","251942684159.439","263842555068.61","281452077797.839","297880564256.474","315902311065.355","332228872189.064","344818329172.422","340963131854.242","360915104444.854","383378088027.307","406976312902.023","420441157778.133","427978193970.559","437188038616.539","444852114339.543","450891850914.83","468882568679.532","472366975858.932","443338859122.444","495375452096.92","507464611464.426",
"China","CHN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616385775698.94","1766108132395.14","2017328706335.29","2297409163056.5","2596917953189.27","2881383160103.41","3167290039416.23","3459845648886.52","3731303470424.21","4017182938755.54","4358245522535.81","4721537253617.51","5152785033972.09","5670023166308.18","6243467841396.09","6954885516694.85","7839613419837.17","8955257903305.3","9819501089971.55","10742409055886.5","11884957832311.2","13020070209403.8","14043934216102.1","15134607226924.2","16258467389928.8","17403279549482.5","18595188781703.6","19887033884256.7","21229363693432.1","22492617140030.3","22996145494661.5","24938739893648.7","25684608872998.8",
"Cote d'Ivoire","CIV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51828438271.4756","51849649148.8408","51722845329.8555","51623286559.248","52042058110.5406","55750442320.8639","60059576547.08","65854629021.9879","68662608460.3519","69463804961.8775","69279177487.0347","67786895350.803","65935956227.4059","62819910904.0238","64820749081.6531","65466406240.1979","67309664361.9252","68051033039.5752","71305686646.537","73875059831.321","78934060423.2922","74694948352.7917","80387010983.3818","89036824695.4033","97381355854.2254","104387895160.365","111875387973.017","120166207188.779","125986032116.362","134198162936.086","136530017630.995","146087118858.358","155935333631.311",
"Cameroon","CMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39814637091.1028","38298257072.5712","37111009873.6337","34167339863.9969","34808595650.7762","35815956888.3623","37325625312.2515","39015473485.3521","40859163281.0246","42702444438.9532","44338980518.6693","46256313846.2433","48327221427.227","50962579086.1494","54554861376.9753","55770491098.9665","57895114398.9076","60400577008.6343","62120590885.0771","63722837328.3134","65570178137.3103","67785932998.2963","70921695833.5555","74464609829.3129","78723850093.2084","83185093670.7385","86958198354.4153","90037541682.2009","93598989465.1162","96851610488.4449","97103359703.695","100647551626.868","104211459149.836",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62984305228.0304","57680364448.4064","51623921241.2037","44670669199.4626","42928514528.7495","43229013628.0989","42786706187.25","40383356962.663","39727469037.1319","38031050160.6014","35402751926.2926","34659232880.2685","35680905680.015","37671123197.9603","40209544343.8915","42676460668.3229","44947266419.7587","47760730566.9975","50734263154.0536","52182758842.1619","55891897117.2762","59734281098.2755","63967589236.2596","69393292416.4297","75965037128.357","81218906049.1927","83167671599.0109","86267287184.0017","91289010440.5752","95291603468.5568","96945315646.9502","102956074523.278","112144335703.334",
"Congo, Rep.","COG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11944634582.5354","12230752471.6522","12550213372.9888","12427261039.912","11744622177.9093","12212683468.6825","12736666400.7292","12657086161.2646","13130151435.662","12791104749.5679","13760156337.7328","14283400303.9555","14937847146.1879","15059331290.801","15582888764.3954","16791460058.7821","18132466083.762","16933185719.0706","18001056071.8179","20095890965.0296","22091667237.4821","22578991602.6539","24824958475.4192","24648096918.5763","26303630550.478","25369698640.5001","22634023587.9874","21642080499.8527","20602102447.4628","20584202113.4063","19299887949.859","18875289911.9331","19167470508.9285",
"Colombia","COL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274991424243.797","280495673482.263","291841525550.536","307558388072.402","325441868508.132","342372778617.163","349411465519.565","361397304932.455","363456489277.166","348176723063.739","358360409929.91","364373333183.589","373497170268.023","388131804951.369","408830959760.227","428572430142.391","457359077552.786","488176822634.842","504205845899.389","509952020992.615","532872625250.473","569896039653.114","592193995936.217","622597197313.155","650608032006.342","669839363772.069","683821473440.463","693117074956.624","710890844417.811","733545907627.611","680346964554.598","755295301055.949","811910543310.596",
"Comoros","COM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260036783.42123","1192049770.64892","1293743319.48369","1332634036.82839","1262313830.55482","1307885965.65316","1290992147.46749","1343021114.84875","1360245572.75519","1386422257.06356","1536819660.61602","1572672235.62083","1609235997.94956","1643092257.65916","1674634039.32339","1722152581.83456","1767737193.90349","1781879840.07295","1852524447.582","1912559961.85591","1984812016.16533","2067052834.93352","2132545540.95481","2227790298.9142","2274722212.32274","2300821254.93849","2377218795.20507","2467927827.49339","2557820892.73028","2602858497.56442","2597768430.07138","2652638379.95089","2715974855.84025",
"Cabo Verde","CPV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662055428.441875","671351658.901954","744781735.111838","809639647.679328","964949921.304084","1102085094.19781","1227133451.94045","1363571377.15395","1534253501.71544","1706437379.80536","1950199721.21286","1993721440.91085","2098409585.52396","2186044611.02826","2408957167.28309","2575475319.42329","2781094841.75129","3203006062.30254","3428466020.82841","3376916060.90729","3438930394.12583","3573898721.64965","3612627220.95798","3635463964.44517","3660791036.36992","3695057010.86583","3853231864.18216","4028604576.69178","4177943521.54323","4496974701.77648","3628931645.85156","3876104582.83609","4562724770.9278",
"Costa Rica","CRI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30984203096.0725","31686198239.171","34601678207.9874","37057425482.6395","38732061055.9286","40340972684.7984","40885761198.5613","43124733259.7789","46210440997.5367","48158123826.2441","50021225873.6412","51767551841.3075","53536385097.8716","55847647136.362","58318681906.6268","60637821316.2271","65080569800.779","70427024505.5277","73763980087.9483","73119684220.2243","77039150445.8162","80431306916.8609","84358439803.8543","86462985572.7768","89525599525.2697","92795146907.0457","96696554844.9626","100716906502.777","103351564495.896","105850100781.285","101326750925.114","109210780292.711","113912321637.266",
"Caribbean small states","CSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62155040884.6722","63547491409.5312","65399736400.6917","67622820469.3796","69507848567.164","71478732656.7063","73772840476.0278","76460796066.4286","77389193637.3523","80865635920.0645","83662739323.9975","85514992439.6907","88632687952.3383","93952063448.2149","97812291651.4783","101176526888.484","108080569055.207","111846079827.139","113367246274.438","109675879123.661","111240440680.875","112690687741.695","116281267358.604","118365548775.493","120848900481.884","120981183853.448","118687944248.376","118017179147.149","119726097464.96","120910806658.062","111779570022.234","118035052089.527","133836969113.785",
"Cuba","CUB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3830256662.71218","3803607510.1049","3818710312.50974","3829715327.04125","3837698792.70904","3863657960.01542","3926864880.88125","4023856999.46671","4111900724.10035","4090053856.63644","4093420241.26447","4118496845.51714","4115783185.72867","4082375926.75163","4033331824.90492","4045066752.26328","4009753012.75496","3940295041.56586","3854913518.0625","3724933575.63004","3038112746.87885","3166697971.41113","",
"Cayman Islands","CYM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4084368218.53431","4213541482.72754","4198482227.61947","3896171237.69839","3790365376.86307","3834677124.49816","3881834207.6708","3931495700.25199","4035858406.38923","4150199216.01051","4284664575.55785","4421090322.60136","4609749992.24926","4790251039.84619","4545558530.37513","4728683823.63012","",
"Cyprus","CYP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14632339671.8819","14740545999.6424","16126157178.6086","16239040357.5779","17197143527.7209","18635249376.5059","18867925666.9458","19366207704.4731","20549646977.888","21576710200.8022","22863827920.0236","23767534560.5213","24652389533.054","25299092246.659","26570711633.0713","27860189288.503","29173470877.4835","30660754392.8204","31778894460.4187","31138466362.2297","31849527252.996","31982248297.961","30879698211.1799","28845503570.5555","28333189568.3497","29301879556.3501","31228062109.639","33018515599.4094","34883354540.377","36812204705.3321","35202600557.3852","37539675499.2744","39653965589.3191",
"Czechia","CZE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243714053114.922","215406806391.917","214315679650.506","214448350204.84","220687316286.699","235033787200.869","245058957482.61","243788740831.438","242919471616.35","246281838916.112","256135645814.022","263929793484.532","268073109410.314","277680014493.409","291048255139.485","310262147771.21","331257378446.302","349709536921.897","359104175715.301","342379505288.056","350716111254.443","356889976073.415","354088374418.526","353925834847.049","361932001410.642","381434276021.797","391112348862.469","411327867894.58","424572987495.392","437437033854.299","413365014030.65","428050724080.032","438584706718.958",
"Germany","DEU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2915150994424.49","3064064530978.03","3122988837727.55","3092481926945.04","3166450756937.7","3215345395334.72","3241255384570.8","3299343893679.88","3365790462050.97","3429311717966.11","3529190523385.25","3588532749669.38","3581428393772.84","3556354215986.8","3598144512296.86","3624472393448.37","3762798276996.62","3874796279393.35","3911989640347.39","3689247352728.98","3843453557160.8","3994316515792.48","4011032634316.5","4028584564290.57","4117597889907.18","4179029631006.81","4272221986254.43","4386727409191.68","4429771408867.22","4476576546258.33","4311086970108.54","4424338675870.75","4503322333134.86",
"Djibouti","DJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3560763456.98091","3812208308.25303","4099119257.74408","4391117244.49419","4630788442.32676","4851881587.78039","5120924758.37757","5182479402.26482","5431238413.57353","5594175565.98074",
"Dominica","DMA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545830301.840783","553186811.606967","564413299.966366","576612608.632683","576811433.220958","594293795.232875","612741876.673557","626134132.869526","649765855.36167","652066539.883141","667326327.033266","666900274.344105","648040341.970567","689211233.499849","710236933.709957","714895109.77812","748205329.192377","795738607.546467","852403615.204913","842433982.27854","848100483.044384","846204548.577617","837243240.348925","828871305.006907","868274077.87617","844557144.846193","867897731.334077","810451627.078835","839203082.719067","885380093.345994","738363512.072752","789248404.91491","836121301.600801",
"Denmark","DNK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200640457977.719","203436651612.772","207417920539.174","207440088600.79","218501753974.24","225117085256.289","231645705325.201","239199417330.996","244505240117.905","251713308780.504","261144660594.85","263294280697.691","264522141915.722","265553933164.062","272639494374.131","279010101422.197","289927788951.14","292563925272.25","291065948985.469","276784659273.733","281963275745.511","285732498126.509","286379681639.879","289052580545.17","293733480145.142","300614454530.98","310372270416.481","319130157564.111","325479371132.153","330340363092.738","323751369208.667","339471789002.148","352436276869.489",
"Dominican Republic","DOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44250527080.5448","44668313515.3248","49680514930.7931","53339242932.0615","54726252212.3122","57837675376.7917","61295110461.0175","66741345949.722","71222678748.0526","75453340861.8657","78970796245.175","80913095904.5511","84550223231.9653","83412425648.447","85556236993.235","93622681739.7202","102211959303.001","109791948851.678","113315726128.944","114387868727.632","123927417834.055","127810588051.823","131283671940.134","137684020201.26","147391382052.013","157601210754.509","168096190995.086","175940743802.656","188225854771.193","197735341211.621","184447052957.51","207082377286.916","217143110190.889",
